Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
36011211,CPR Plurilingüe San Miguel 2,Rúa Tomas A. Alonso 13,Vigo,Pontevedra,36208,986293282,CPR,42.22356033325195,-8.736998558044434,Privada,Si,Non
36011221,CPR Plurilingüe Padre Míguez,Rúa Montecelo 1,Vigo,Pontevedra,36207,986437723,CPR,42.24234390258789,-8.706246376037598,Privada,Si,Non
36011257,CPR Plurilingüe El Pilar,Rúa Venezuela 20,Vigo,Pontevedra,36203,986420022,CPR,42.23328399658203,-8.72219467163086,Privada,Si,Non
36011270,CPR Plurilingüe Rosalía de Castro,Estrada de Bembrive 91,Vigo,Pontevedra,36214,986420433,CPR,42.21091079711914,-8.694358825683594,Privada,Si,Non
36011300,CPR Plurilingüe San Blas - Vista Alegre,Subida ao Cemiterio  de Puxeiros 28,Vigo,Pontevedra,36318,986376288,CPR,42.22065353393555,-8.67025089263916,Privada,Si,Non
36011312,CPR San Fermín,Travesa Vigo 96,Vigo,Pontevedra,36206,986272195,CPR,42.23694610595703,-8.703123092651367,Privada,Si,Non
36011348,CPR San Miguel,Rúa Tomás A. Alonso 13,Vigo,Pontevedra,36208,986221325,CPR,42.23481750488281,-8.721578598022461,Privada,Si,Non
36011351,CPR Plurilingüe San José de Cluny,Rúa CARBALLO 46,Vigo,Pontevedra,36204,986493501,CPR,42.223724365234375,-8.713061332702637,Privada,Si,Non
36011361,CPR Plurilingüe San José de la Guía,Rúa Dr. Corbal 25,Vigo,Pontevedra,36207,986376153,CPR,42.2505989074707,-8.696778297424316,Privada,Si,Non
36011385,CPR Plurilingüe Ntra. Señora de la Esperanza,Rúa Cambeses 18,Vigo,Pontevedra,36214,986274994,CPR,42.22826385498047,-8.684059143066406,Privada,Si,Non
36011491,CPR Plurilingüe Possumus,Rúa PURIFICACION SAAVEDRA 62,Vigo,Pontevedra,36207,986371330,CPR,42.25004577636719,-8.699305534362793,Privada,Si,Non
36011518,CPR Plurilingüe Mercantil,Rúa TOMÁS ALONSO 56/58,Vigo,Pontevedra,36208,986233818,CPR,42.22475814819336,-8.734807014465332,Privada,Si,Non
36011521,CPR Vivas,"Rúa Príncipe, 17 - Policarpo Sanz 20",Vigo,Pontevedra,36202,986227085,CPR,42.23725891113281,-8.723809242248535,Privada,Si,Non
36011531,CPR Plurilingüe Alba,Esperanto 8,Vigo,Pontevedra,36204,986411810,CPR,42.232765197753906,-8.71019458770752,Privada,Si,Non
36011567,IES Castelao,"Rúa Aragón, 22 (O Calvario)",Vigo,Pontevedra,36206,886111111,IES,42.232173919677734,-8.701391220092773,Pública,Non,Si
36011579,IES A Guía,Avenida Dona Fermina 1,Vigo,Pontevedra,36207,886111003,IES,42.253639221191406,-8.698649406433105,Pública,Non,Si
36011580,IES San Tomé de Freixeiro,Rúa Gran Vía 191,Vigo,Pontevedra,36210,986231667,IES,42.22047424316406,-8.73026180267334,Pública,Non,Si
36011592,IES Santa Irene,Praza de América 7,Vigo,Pontevedra,36211,986233799,IES,42.22023010253906,-8.732150077819824,Pública,Non,Si
36011609,CPR Colegio Hogar Afundación,Rúa FILIPINAS 6,Vigo,Pontevedra,36204,986414311,CPR,42.22711181640625,-8.714254379272461,Privada,Si,Non
36011622,CPR Aloya,Rúa Couto 2,Vigo,Pontevedra,36203,986420722,CPR,42.230716705322266,-8.722613334655762,Privada,Si,Non
36011634,IES Politécnico de Vigo,Rúa TORRECEDEIRA 88,Vigo,Pontevedra,36208,986213025,IES,42.226593017578125,-8.735079765319824,Pública,Non,Si
36011750,CPR Plurilingüe Don Bosco,Rúa Estrada 5,Vigo,Pontevedra,36209,986231149,CPR,42.22047424316406,-8.741750717163086,Privada,Si,Non
36011798,IES Alexandre Bóveda,Rúa Cuntis s/n,Vigo,Pontevedra,36209,986292812,IES,42.215293884277344,-8.750544548034668,Pública,Non,Si
36011804,INSTITUTO Marítimo Pesqueiro do Atlántico,Rúa Beiramar 55,Vigo,Pontevedra,36202,886110825,INSTITUTO,42.23322677612305,-8.733711242675781,Pública,Non,Non
36011853,CPR Daniel Castelao,Rúa Garcia Barbón 50 Baixo,Vigo,Pontevedra,36201,986442121,CPR,42.23683547973633,-8.714190483093262,Privada,Si,Non
36011865,CPR Quiñones de León,"Travesa de Vigo, 36",Vigo,Pontevedra,36206,986278089,CPR,42.234031677246094,-8.706027030944824,Privada,Si,Non
36012183,CEIP Plurilingüe Nosa Señora da Piedade,Rúa Xosé Neira Vilas,Vila de Cruces,Pontevedra,36590,886151752,CEIP,42.79219436645508,-8.166129112243652,Pública,Non,Si
36012377,CEIP Plurilingüe de Cerdeiriñas,Piloño (Santa María),Vila de Cruces,Pontevedra,36586,886151760,CEIP,42.79707336425781,-8.26076602935791,Pública,Non,Si
36012407,CEIP A Lomba,Rúa A XUNQUEIRA,Vilagarcía de Arousa,Pontevedra,36600,886151805,CEIP,42.58854675292969,-8.76779842376709,Pública,Non,Si
36012419,CEIP Arealonga,Rúa A Xunqueira (A Lomba),Vilagarcía de Arousa,Pontevedra,36600,886151840,CEIP,42.58817672729492,-8.769149780273438,Pública,Non,Si
36012456,CPR Plurilingüe Sagrada Familia,Rúa Vista Alegre 2,Vilagarcía de Arousa,Pontevedra,36600,986500375,CPR,42.59278106689453,-8.768710136413574,Privada,Si,Non
36012468,CPR Plurilingüe San Francisco,Rúa Edelmiro Trillo 15,Vilagarcía de Arousa,Pontevedra,36600,986501927,CPR,42.59458923339844,-8.7650785446167,Privada,Si,Non
36012471,IES Castro Alobre,Rúa San Roque 25,Vilagarcía de Arousa,Pontevedra,36600,886151818,IES,42.5944938659668,-8.761124610900879,Pública,Non,Si
36012584,CEIP Plurilingüe Rosalía de Castro,Rúa do Colexio 16,Vilagarcía de Arousa,Pontevedra,36610,886159060,CEIP,42.615203857421875,-8.769879341125488,Pública,Non,Si
36012742,CEIP Plurilingüe de Vilaxoán,Rúa Cultura 4,Vilagarcía de Arousa,Pontevedra,36611,886151864,CEIP,42.58271026611328,-8.785028457641602,Pública,Non,Si
36012869,EEI de Solobeira,Rúa da Escola 20,Vilagarcía de Arousa,Pontevedra,36619,986543410,EEI,42.549236,-8.757107,Pública,Non,Si
36012985,CEIP de Sestelo-Baión,Lugar Sestelo,Vilanova de Arousa,Pontevedra,36614,886151898,CEIP,42.56393814086914,-8.716878890991211,Pública,Non,Si
36013011,CEIP da Torre-Illa,Rúa POMBAL 1,A Illa de Arousa,Pontevedra,36626,886151068,CEIP,42.56169509887695,-8.863091468811035,Pública,Non,Si
36013023,CEIP de San Roque,Rúa SAN ROQUE DE CORON 112,Vilanova de Arousa,Pontevedra,36629,886151892,CEIP,42.57093811035156,-8.804500579833984,Pública,Non,Si
36013059,CEIP de Viñagrande-Deiro,Rúa VIÑAGRANDE 65A,Vilanova de Arousa,Pontevedra,36627,886151901,CEIP,42.54151916503906,-8.818804740905762,Pública,Non,Si
36013096,CEIP Plurilingüe de San Bartolomé,Rúa r/ Gombra 9,Vilanova de Arousa,Pontevedra,36628,886151402,CEIP,42.53790283203125,-8.76353931427002,Pública,Non,Si
36013126,ESMU Municipal das Neves,Rúa Entrecines 10,As Neves,Pontevedra,36440,986648001,ESMU,42.089439392089844,-8.419376373291016,Pública,Non,Non
36013311,EEI de Lantaño,Lantaño (San Pedro),Portas,Pontevedra,36658,673619767,EEI,42.571659,-8.680079,Pública,Non,Si
36013333,EEI de Romai,Romai Vello,Portas,Pontevedra,36658,679054560,EEI,42.54689,-8.68201,Pública,Non,Si
36013448,CIFP Manuel Antonio,"Avenida de Madrid, s/n - (Apartado 3138)",Vigo,Pontevedra,36214,886120750,CIFP,42.21483612060547,-8.680724143981934,Pública,Non,Si
36013527,EEI de Lamas,O Souto,Moraña,Pontevedra,36660,986552122,EEI,42.596165,-8.580043,Pública,Non,Si
36013539,EEI San Lourenzo de Moraña,A Espedregueira,Moraña,Pontevedra,36668,986552123,EEI,42.567902,-8.576578,Pública,Non,Si
36013540,EEI de Amil,O Outeiro,Moraña,Pontevedra,36669,986538001,EEI,42.541191,-8.585306,Pública,Non,Si
36013552,CEIP de Seara,"Seara, s/n (Reibon)",Moaña,Pontevedra,36950,886110252,CEIP,42.28850173950195,-8.730386734008789,Pública,Non,Si
36013564,CEIP Plurilingüe Pena de Francia,A Igrexa,Mos,Pontevedra,36416,886110323,CEIP,42.208824157714844,-8.644734382629395,Pública,Non,Si
36013576,CPI Manuel Suárez Marquier,A Cumieira de Arriba s/n,O Rosal,Pontevedra,36770,886120385,CPI,41.9305534362793,-8.837685585021973,Pública,Non,Si
36013588,CPI do Toural,O Toural 34,Vilaboa,Pontevedra,36141,886151766,CPI,42.35985565185547,-8.633810997009277,Pública,Non,Si
36013618,CEIP de Figueiroa,"Avenida de Santiago, 101 (Figueroa)",A Estrada,Pontevedra,36680,886151019,CEIP,42.6954460144043,-8.498661994934082,Pública,Non,Si
36013692,IES Val do Tea,Rúa Feliciano Barrera 15,Ponteareas,Pontevedra,36860,886110513,IES,42.17387390136719,-8.497553825378418,Pública,Non,Si
36013710,EEI do Vao,O Vao,Poio,Pontevedra,36994,986873188,EEI,42.44245529174805,-8.65014934539795,Pública,Non,Si
36013758,IES Laxeiro,Avenida Buenos Aires 71,Lalín,Pontevedra,36500,886151940,IES,42.657188415527344,-8.112083435058594,Pública,Non,Si
36013761,IES A Xunqueira I,Rúa Alexandre Bóveda s/n,Pontevedra,Pontevedra,36005,886159721,IES,42.43677520751953,-8.63825798034668,Pública,Non,Si
36013771,IES Fermín Bouza Brey,Rúa Fontecarmoa 92,Vilagarcía de Arousa,Pontevedra,36600,886151956,IES,42.58362579345703,-8.772014617919922,Pública,Non,Si
36013795,CPR CEBEM,Vía Hispanidade 33,Vigo,Pontevedra,36203,986419899,CPR,42.231807708740234,-8.728655815124512,Privada,Si,Non
36013801,CPR Sonrisas y Lágrimas,Rúa Entrecortiñas 17,A Illa de Arousa,Pontevedra,36626,986551296,CPR,42.56062316894531,-8.868809700012207,Privada,Si,Non
36013837,EEI Fina Casalderrey,Rúa Reino Unido 18,Pontevedra,Pontevedra,36162,886151578,EEI,42.44622802734375,-8.624987602233887,Pública,Non,Si
36013916,EEI de Donramiro,Rúa CAPELA 6,Lalín,Pontevedra,36500,886159566,EEI,42.655582427978516,-8.120521545410156,Pública,Non,Si
36014209,CPR Plurilingüe Andersen Augalonga,Camiño Escola Andersen 28,Vigo,Pontevedra,36315,986469412,CPR,42.16157531738281,-8.722780227661133,Privada,Si,Non
36014234,CPR Plurilingüe Atalaya - Cantabria,Rúa Cantabria 18,Vigo,Pontevedra,36205,986276012,CPR,42.23311233520508,-8.696565628051758,Privada,Si,Non
36014313,CPR Radio ECCA,"Rúa Velazquez Moreno, 9- 1º",Vigo,Pontevedra,36201,986227315,CPR,42.238128662109375,-8.721845626831055,Privada,Non,Non
36014325,EEI Rúa Aragón,Rúa Aragon 114,Vigo,Pontevedra,36206,986374278,EEI,42.23675537109375,-8.70044994354248,Pública,Non,Si
36014362,EEI de Agro-Baredo,"Rúa Cancelo, 37 (O Agro)",Baiona,Pontevedra,36309,886110158,EEI,42.10516357421875,-8.871696472167969,Pública,Non,Si
36014374,EEI O Areal,Rúa Areas 53,Baiona,Pontevedra,36393,886110152,EEI,42.110816955566406,-8.829188346862793,Pública,Non,Si
36014428,IES Val Miñor,Rúa Paradellas 15,Nigrán,Pontevedra,36350,986366050,IES,42.13615417480469,-8.800783157348633,Pública,Non,Si
36014489,CIFP A Xunqueira,Rúa Rafael Areses s/n,Pontevedra,Pontevedra,36005,886159860,CIFP,42.43620300292969,-8.636610984802246,Pública,Non,Si
36014520,IES Pedra da Auga,Rúa Feliciano Barrera s/n,Ponteareas,Pontevedra,36860,886121205,IES,42.1733512878418,-8.4970703125,Pública,Non,Si
36014544,IES Indalecio Pérez Tizón,Avenida da Concordia s/n,Tui,Pontevedra,36700,886110749,IES,42.050907135009766,-8.642210006713867,Pública,Non,Si
36014556,CEP Plurilingüe Santa Tegra-Teis,Rúa Maceiras 48,Vigo,Pontevedra,36207,886120228,CEP,42.251686096191406,-8.700331687927246,Pública,Non,Si
36014568,CIFP Valentín Paz Andrade,Estrada Vella de Madrid 160,Vigo,Pontevedra,36214,886110857,CIFP,42.21826934814453,-8.680373191833496,Pública,Non,Si
36014601,IES Álvaro Cunqueiro,Rúa O Porriño,Vigo,Pontevedra,36209,886111181,IES,42.21601867675781,-8.752894401550293,Pública,Non,Si
36014611,CEIP A Lama,"Avenida do Concello, (A Pedreira) 24",A Lama,Pontevedra,36830,886159065,CEIP,42.3966178894043,-8.443132400512695,Pública,Non,Si
36014672,CEIP Serra-Vincios,Lugar A Serra s/n,Gondomar,Pontevedra,36316,886120042,CEIP,42.14152908325195,-8.735129356384277,Pública,Non,Si
36014684,EEI de Outeiro,Nespereira (San Martiño),Pazos de Borbén,Pontevedra,36817,886120060,EEI,42.254207611083984,-8.581697463989258,Pública,Non,Si
36014726,EEI A Marisma,Rúa A Marisma 3,Redondela,Pontevedra,36800,886110657,EEI,42.28898239135742,-8.61030101776123,Pública,Non,Si
36014738,CEIP Plurilingüe de Leirado,Lugar Chan,Salvaterra de Miño,Pontevedra,36457,986657537,CEIP,42.13200378417969,-8.461263656616211,Pública,Non,Si
36014763,EEI de Romariz,Soutomaior (San Salvador),Soutomaior,Pontevedra,36691,986705568,EEI,42.34166717529297,-8.566123008728027,Pública,Non,Si
36014775,CEIP Plurilingüe de Guillarei,A Gandara,Tui,Pontevedra,36720,886110801,CEIP,42.07665252685547,-8.624110221862793,Pública,Non,Si
36014787,EEI Monte da Guía,Rúa Irmáns Misioneros dos enfermos pobres 37,Vigo,Pontevedra,36207,886120960,EEI,42.25305938720703,-8.698663711547852,Pública,Non,Si
36014799,EEI Vila Laura,Rúa Hispanidad 86,Vigo,Pontevedra,36203,986471410,EEI,42.226051330566406,-8.726910591125488,Pública,Non,Si
36014817,CEIP Plurilingüe da Igrexa-Chapela,Camiño da Buraca 11,Redondela,Pontevedra,36320,886110668,CEIP,42.26419448852539,-8.66897964477539,Pública,Non,Si
36014854,CEIP Plurilingüe de Oca,Oca (Santo Estevo),A Estrada,Pontevedra,36685,886151050,CEIP,42.748008728027344,-8.384788513183594,Pública,Non,Si
36014866,CEIP Manuel Villar Paramá,Outeiro de Vea 6,A Estrada,Pontevedra,36683,886151055,CEIP,42.73523712158203,-8.541982650756836,Pública,Non,Si
36014878,CEIP Plurilingüe de Conmeniño,Meloxo s/n,O Grove,Pontevedra,36989,886151430,CEIP,42.48735427856445,-8.874421119689941,Pública,Non,Si
36014881,CEIP Plurilingüe Alexandre Bóveda,Rúa ALEXANDRE BÓVEDA 12,Redondela,Pontevedra,36320,886120405,CEIP,42.27086639404297,-8.664883613586426,Pública,Non,Si
36014921,CEIP de Fontes-Baíña,As Fontes,Baiona,Pontevedra,36308,886151081,CEIP,42.106300354003906,-8.858983993530273,Pública,Non,Si
36014945,CEIP de Valeixe,As Touzosas,A Cañiza,Pontevedra,36880,886110054,CEIP,42.16793441772461,-8.279159545898438,Pública,Non,Si
36014970,CEIP Plurilingüe Varela Buxán,Núcleo Cercio,Lalín,Pontevedra,36596,886151263,CEIP,42.75432205200195,-8.123430252075195,Pública,Non,Si
36014982,EEI O Grupo,Rúa CONCEPCIÓN ARENAL 40,Marín,Pontevedra,36900,986883151,EEI,42.39173889160156,-8.69753646850586,Pública,Non,Si
36014994,EEI Concepción Crespo Rivas,Paseo de Valle Inclán s/n,Pontevedra,Pontevedra,36001,886151611,EEI,42.42704772949219,-8.645344734191895,Pública,Non,Si
36015007,CEIP Plurilingüe de Cedeira,Estrada do Cruceiro 75,Redondela,Pontevedra,36812,886110671,CEIP,42.2767219543457,-8.624953269958496,Pública,Non,Si
36015020,CEIP de Randufe,As Chans do Carrasco s/n,Tui,Pontevedra,36713,886110808,CEIP,42.05535888671875,-8.667845726013184,Pública,Non,Si
36015032,CEIP de Chans-Bembrive,"Camiño do Lecer, s/n (As Chans)",Vigo,Pontevedra,36313,886111140,CEIP,42.19639205932617,-8.676457405090332,Pública,Non,Si
36015044,EEI Monte do Alba,Camiño da Igrexa 133,Vigo,Pontevedra,36314,886120213,EEI,42.17549514770508,-8.72392749786377,Pública,Non,Si
36015068,CEIP Balaídos,Rúa Pablo Iglesias 1,Vigo,Pontevedra,36210,886111084,CEIP,42.2110710144043,-8.743864059448242,Pública,Non,Si
36015071,EEI Vagalume,A Lomba,Vilagarcía de Arousa,Pontevedra,36600,886151977,EEI,42.59896469116211,-8.745889663696289,Pública,Non,Si
36015093,CEIP San Tomé,Rúa Olmos 20,Cambados,Pontevedra,36630,886151190,CEIP,42.50971603393555,-8.812661170959473,Pública,Non,Si
36015101,IES da Cañiza,Oroso s/n,A Cañiza,Pontevedra,36880,886110001,IES,42.215919494628906,-8.262925148010254,Pública,Non,Si
36015111,CPI Aurelio Marcelino Rey García,Rúa José Mª Lastra 3,Cuntis,Pontevedra,36670,886151222,CPI,42.633609771728516,-8.559915542602539,Pública,Non,Si
36015135,CEIP A Sangriña,Paseo de Portugal 19,A Guarda,Pontevedra,36789,886110081,CEIP,41.90089797973633,-8.862683296203613,Pública,Non,Si
36015159,IES Chan do Monte,Rúa Chan do Monte 23,Marín,Pontevedra,36911,886151275,IES,42.3894157409668,-8.709744453430176,Pública,Non,Si
36015160,EEI As Dunas Panxón,"Rúa Gondomar, 9 (Gaifar)",Nigrán,Pontevedra,36340,986380120,EEI,42.14350891113281,-8.818142890930176,Pública,Non,Si
36015172,CEIP A Xunqueira Nº 2,Rúa Alexandre Boveda s/n,Pontevedra,Pontevedra,36005,886159073,CEIP,42.43634796142578,-8.637303352355957,Pública,Non,Si
36015184,IES Escolas Proval,Avenida Portugal 171,Nigrán,Pontevedra,36350,886110369,IES,42.114601135253906,-8.780210494995117,Pública,Non,Si
36015202,CEIP de Lourido,"Camiño da Fernanda, 36 (Lourido)",Poio,Pontevedra,36163,886151458,CEIP,42.427364349365234,-8.677347183227539,Pública,Non,Si
36015214,EEI de San Pedro de Cesantes,Cesantes (San Pedro),Redondela,Pontevedra,36693,886121215,EEI,42.30268859863281,-8.612123489379883,Pública,Non,Si
36015238,CEIP de Sobrada,Rúa Torrón 52,Tomiño,Pontevedra,36790,886110744,CEIP,42.019371032714844,-8.675435066223145,Pública,Non,Si
36015241,CEP Celso Emilio Ferreiro,Rúa O Porriño s/n,Vigo,Pontevedra,36209,986298058,CEP,42.216495513916016,-8.753061294555664,Pública,Non,Si
36015251,CEIP Plurilingüe Frián-Teis,"Rúa Gonderan, 42 (Frian)",Vigo,Pontevedra,36206,886120161,CEIP,42.24152755737305,-8.695087432861328,Pública,Non,Si
36015263,CEIP Plurilingüe de Rubiáns,Rúa do Ensino 10,Vilagarcía de Arousa,Pontevedra,36619,886151853,CEIP,42.57508850097656,-8.744720458984375,Pública,Non,Si
36015275,CEEPR San Francisco,Avenida DE EUROPA 94,Vigo,Pontevedra,36212,672150928,CEEPR,42.2116584777832,-8.771918296813965,Privada,Si,Non
36015287,CEEPR ASPANAEX,Rúa Mestres Goldar 18,Vigo,Pontevedra,36213,986208395,CEEPR,42.21031951904297,-8.726095199584961,Privada,Si,Non
36015354,CEIP Plurilingüe da Carrasqueira,A Carrasqueira,Vigo,Pontevedra,36331,886120191,CEIP,42.19788360595703,-8.78058910369873,Pública,Non,Si
36015366,CEIP Plurilingüe O Pombal,Rúa Pombal s/n,Vigo,Pontevedra,36205,886120087,CEIP,42.23238754272461,-8.69820499420166,Pública,Non,Si
36015378,CEIP Plurilingüe de Tirán,Lugar O Igrexario s/n,Moaña,Pontevedra,36958,886110271,CEIP,42.27626037597656,-8.753456115722656,Pública,Non,Si
36015381,EEI de Curro,Fonte do Curro,Barro,Pontevedra,36191,986713443,EEI,42.50634002685547,-8.672966003417969,Pública,Non,Si
36015500,EEI de Verducido,Verducido (San Martiño),Pontevedra,Pontevedra,36151,886151587,EEI,42.48123550415039,-8.6192045211792,Pública,Non,Si
36015536,CEIP Plurilingüe A Reigosa,Lugar A Reigosa,Ponte Caldelas,Pontevedra,36827,886151489,CEIP,42.407955169677734,-8.569893836975098,Pública,Non,Si
36015548,EEI de Ventosela,Camiño do Requeixo 6,Redondela,Pontevedra,36818,886110180,EEI,42.30133819580078,-8.584769248962402,Pública,Non,Si
36015627,CEIP Plurilingüe García Barbón,Rúa Serafín Avendaño 20,Vigo,Pontevedra,36201,886111087,CEIP,42.23614501953125,-8.713167190551758,Pública,Non,Si
36015652,CEIP O Piñeiriño,Rúa Adolfo Pedrido Morla 1,Vilagarcía de Arousa,Pontevedra,36600,886159822,CEIP,42.58586120605469,-8.773344993591309,Pública,Non,Si
36015706,EEI da Gándara,A Gandara,A Guarda,Pontevedra,36780,986611745,EEI,41.91572570800781,-8.846662521362305,Pública,Non,Si
36015792,CEIP Plurilingüe Xulio Camba,Rúa Gonzalez Besada s/n,Vilanova de Arousa,Pontevedra,36620,886151885,CEIP,42.56096267700195,-8.826292037963867,Pública,Non,Si
36015810,CEIP Plurilingüe Sobreira-Valadares,"Estrada da Escola da Sobreira, 89 -A Sobreira",Vigo,Pontevedra,36315,986468189,CEIP,42.164649963378906,-8.70876407623291,Pública,Non,Si
36015822,CPR Marcote,"Avenida da Ponte, 80 - ( O Sello)",Vigo,Pontevedra,36318,986251511,CPR,42.21493148803711,-8.66945743560791,Privada,Non,Non
36015834,CEIP Altamar,Rúa Cesareo Gonzalez 4,Vigo,Pontevedra,36210,986213713,CEIP,42.21843719482422,-8.73142147064209,Pública,Non,Si
36015846,CEIP de Noalla-Telleiro,Carreira A Lanzada s/n,Sanxenxo,Pontevedra,36990,886151654,CEIP,42.43745803833008,-8.8695068359375,Pública,Non,Si
36015861,CEIP Plurilingüe San Clemente de Cesar,Lugar Baltar 25,Caldas de Reis,Pontevedra,36654,886151141,CEIP,42.634891510009766,-8.631949424743652,Pública,Non,Si
36015871,CEIP Plurilingüe de Meaño-As Covas,Rúa Herminia Fariña s/n,Meaño,Pontevedra,36968,886151371,CEIP,42.442665100097656,-8.780158042907715,Pública,Non,Si
36015895,CEIP de Espedregada,"Camiño da Serpe, 3 (Espedregada)",Poio,Pontevedra,36992,886151463,CEIP,42.41017150878906,-8.752427101135254,Pública,Non,Si
36015937,CEIP de Merza,Rúa Moa s/n,Vila de Cruces,Pontevedra,36580,886151758,CEIP,42.766483306884766,-8.263545989990234,Pública,Non,Si
36015949,CPR San José,Edificio BARRIO O TELLEIRO 12 Bajo,Gondomar,Pontevedra,36378,986352995,CPR,42.107669830322266,-8.80117416381836,Privada,Si,Non
36015950,CEIP Plurilingüe da Espiñeira-Aldán,Rúa Espiñeira 4,Cangas,Pontevedra,36946,886110187,CEIP,42.28546905517578,-8.813209533691406,Pública,Non,Si
36015962,CPR Campelo Afundación,Praza Capela 3,Poio,Pontevedra,36994,986770138,CPR,42.43125534057617,-8.682247161865234,Privada,Non,Non
36015998,CEEPR Menela,"Camiño da Veiguiña, 17 - Alcabre",Vigo,Pontevedra,36212,986240703,CEEPR,42.21989822387695,-8.758771896362305,Privada,Si,Non
36016024,CPR Plurilingüe Abrente,"Estrada de Adigna, s/n (Portonovo)",Sanxenxo,Pontevedra,36979,986723494,CPR,42.40142822265625,-8.830540657043457,Privada,Si,Non
36016051,CEIP Plurilingüe Seis do Nadal,Rúa Mondariz 2,Vigo,Pontevedra,36209,886120180,CEIP,42.216217041015625,-8.746870040893555,Pública,Non,Si
36016061,CEIP Plurilingüe A Doblada,Rúa Gaivota 18,Vigo,Pontevedra,36205,886120154,CEIP,42.22528076171875,-8.707634925842285,Pública,Non,Si
36016085,CMUS Superior de Vigo,Rúa Manuel Olivie 23,Vigo,Pontevedra,36203,986471144,CMUS,42.229270935058594,-8.723361015319824,Pública,Non,Si
36016097,CPR Plurilingüe Montesol,Rúa Salceda de Caselas (Coia) 8,Vigo,Pontevedra,36209,986208512,CPR,42.213768005371094,-8.750556945800781,Privada,Si,Non
36016103,CEIP de Corvillón,Rúa A Seca 1,Cambados,Pontevedra,36634,886159078,CEIP,42.529693603515625,-8.813090324401855,Pública,Non,Si
36016115,CPR Plurilingüe Eduardo Pondal,"Rúa Seixo, Darbo 31",Cangas,Pontevedra,36949,986303032,CPR,42.2664794921875,-8.804587364196777,Privada,Si,Non
36016127,IES Plurilingüe Aquis Celenis,Mariñoleiras s/n,Caldas de Reis,Pontevedra,36650,886151130,IES,42.60275650024414,-8.637248992919922,Pública,Non,Si
36016152,CPR Divino Maestro,Rúa Camiño do Cancelo 32,Vigo,Pontevedra,36207,986371686,CPR,42.252410888671875,-8.699603080749512,Privada,Si,Non
36016565,EEI de Aralde Sobrán,Sobrán (San Martiño De Fóra),Vilagarcía de Arousa,Pontevedra,36611,986561404,EEI,42.56399917602539,-8.801047325134277,Pública,Non,Si
36016590,CEIP de Abelendo,Rúa Abelendo,Moaña,Pontevedra,36954,886110256,CEIP,42.28370666503906,-8.743687629699707,Pública,Non,Si
36016607,CEIP de Quintela,"Rúa Quintela, 72 - A",Moaña,Pontevedra,36950,886110275,CEIP,42.2824592590332,-8.739240646362305,Pública,Non,Si
36016619,CEIP de Atín-Cela,Camiño do Foxo Vello,Mos,Pontevedra,36415,886110350,CEIP,42.16684341430664,-8.64785385131836,Pública,Non,Si
36016620,CEIP da Cruz,Camos (Santa Baia),Nigrán,Pontevedra,36360,886110386,CEIP,42.15317153930664,-8.786808013916016,Pública,Non,Si
36016644,CEIP de Laredo,Rúa do Peirao 3,Redondela,Pontevedra,36320,886110682,CEIP,42.26725769042969,-8.674203872680664,Pública,Non,Si
36016656,IES Pedro Floriani,Rúa Pedro Floriani 2,Redondela,Pontevedra,36800,886120413,IES,42.29026794433594,-8.609396934509277,Pública,Non,Si
36016668,CEIP de Caldelas,Lugar O Foxo,Tui,Pontevedra,36721,886110822,CEIP,42.063331604003906,-8.568443298339844,Pública,Non,Si
36016681,IES Carlos Casares,Avenida Ponte (Apdo.Correos 3009 CP 36205) 102,Vigo,Pontevedra,36215,886120429,IES,42.211669921875,-8.671998023986816,Pública,Non,Si
36016723,CPR Mendiño,Pi y Margall 139,Vigo,Pontevedra,36202,986293444,CPR,42.22881317138672,-8.732019424438477,Privada,Si,Non
36016735,CEIP de Refoxos,Refoxos s/n,Oia,Pontevedra,36779,886110492,CEIP,41.995628356933594,-8.816211700439453,Pública,Non,Si
36016772,CEE de Vilagarcía de Arousa,Xardins Doutor Fleming s/n,Vilagarcía de Arousa,Pontevedra,36600,986505160,CEE,42.59555435180664,-8.76113510131836,Pública,Non,Si
36016796,EEI de Verducedo,Verducedo 100,Moaña,Pontevedra,36959,986313500,EEI,42.3049201965332,-8.732852935791016,Pública,Non,Si
36016814,EEI do Con,"Rúa Navas de Tolosa, s/n (O Con)",Moaña,Pontevedra,36954,886110263,EEI,42.27698516845703,-8.73707389831543,Pública,Non,Si
36016929,CEIP da Cruz-Budiño,Cruz-Budiño 8,O Porriño,Pontevedra,36475,886110435,CEIP,42.11659622192383,-8.59673023223877,Pública,Non,Si
36016942,CEIP de Santiago de Oliveira,Lugar A FRAGA DO REI,Ponteareas,Pontevedra,36865,886120782,CEIP,42.17728042602539,-8.447310447692871,Pública,Non,Si
36016954,CEIP Plurilingüe Mestre Ramiro Sabell Mosquera,Rúa Barrio Barral s/n,Ponteareas,Pontevedra,36860,886110579,CEIP,42.17416763305664,-8.493444442749023,Pública,Non,Si
36016966,CEP Carlos Casares,Lugar Grixó -Alxén,Salvaterra de Miño,Pontevedra,36458,886110724,CEP,42.10068130493164,-8.522940635681152,Pública,Non,Si
